uupp-01.csv0
0
0.47837737
0.63612074
0.3895475
0.6840156
2.2998238
1.0796679
5.327251
1.0027484
1.2689142
2.4235594
0.78993213
16.157675
1.2585155
0.66013384
0.7238586
0.9424477
0.7220866
0.71395665
0.53251815
0.5955064
0.7217891
0.5556402
0.6640046
0.7317241
0.47898445
0.841397
0.8171171
0.8585503
0.8279935
0.6372849
0.5839329
0.752968
0.8439885
0.72505546
0.83419174
0.72291994
0.9561537
0.59389794
0.7862031
10.528826
0.8352956
0.8488254
0.68194866
0.726519
0.6313124
0.7757786
0.7147063
0.9519496
0.6880453
0.6886512
0.5567707
0.9929837
0.8673929
0.7632934
0.66496354
0.75773495
0.8464638
0.8146779
0.848882
0.6531152
0.7397848
0.9123704
0.3541386
0.444228
0.5869682
0.9086112
0.7015852
0.7321046
0.604078
0.7041683
0.68036157
0.7855897
0.83425784
0.9861293
0.6671989
2.7512085
1.4233378
3.4815784
0.8568754
0.8432624
0.82656187
0.5735427
0.79513466
0.58463126
0.8788338
1.0790184
2.6238585
0.75027245
0.7192755
0.7611056
0.57729864
1.1200798
0.8136269
0.74259996
0.7790797
1.0799341
0.7050531
0.8312126
0.75701755
1.3526562
0.7655499
0.71061337
1.7720594
0.82032424
0.8743276
0.86044896
0.7521803
0.8404847
0.6607136
0.89339465
1.1832018
0.96474785
1.1503696
0.8964354
1.2392201
1.0051503
1.6047632
1.9663038
2.211744
1.4169197
1.5145886
1.0138236
1.1109823
0.79777443
1.1194957
0.8287836
0.8007276
1.1899182
0.9482224
0.73969144
0.9696337
1.303081
1.0470444
1.2093223
0.6927733
0.9355764
1.8754878
0.5455174
0.56880796
0.75493544
0.82334816
0.72253376
0.7440379
0.9098958
0.82695526
1.0211875
0.796445
0.716159
0.6593531
0.5901225
0.7719565
0.6659357
0.8222221
0.8476595
0.8772971
0.92404467
0.76112616
0.9034575
0.74269694
0.7263488
0.8734665
1.2201489
0.8880502
0.96285665
0.9579692
0.9741937
0.8836078
0.8816883
0.89265716
0.9083643
0.91330415
0.67836994
0.72844684
0.8259247
0.74691755
0.73639846
0.8909168
0.7515226
0.94398063
0.85580975
1.0575544
0.8820017
1.0136135
1.3947055
1.5871842
0.9377805
0.8771017
0.8575402
0.9852397
0.81469727
0.86816597
0.7071338
0.78570014
0.76159495
0.74974227
1.0611855
0.9818288
1.5033379
0.9146805
1.1360924
0.9159361
0.9153823
1.06415
0.7215812
0.7684358
0.8808086
0.80901617
0.84551835
0.85741866
0.768244
0.76051754
0.87860024
0.8999225
1.0099889
0.8083295
0.9347714
1.0153044
0.7132178
1.1770273
0.7564577
0.9344705
0.8708171
0.97081465
1.4534904
1.093392
1.1496558
0.9889928
0.8816654
0.9855673
0.7845013
0.73515886
0.7710646
0.92351437
0.9837852
0.9265764
0.8451189
0.8280923
0.9238001
0.7459983
0.8074666
0.8793067
0.8631725
0.87503517
0.900862
0.8243792
0.84386134
0.85043275
0.79798526
0.89630854
0.812435
0.79232305
0.79698944
0.83054227
0.9973026
0.92156994
1.0438914
0.8168033
0.8896721
0.7844691
0.90230423
0.87094015
0.866261
0.9678397
0.87929904
0.9265814
0.9872753
1.1189008
0.92665064
0.92484975
0.91886294
0.8457371
1.0373237
0.88527375
0.8712191
0.9701779
1.0455066
1.0468504
1.0063726
1.0220225
1.040415
1.0835418
1.2960812
1.0621873
1.0227988
0.97864646
1.0001315
1.2648625
1.0866119
1.0504665
1.4094661
1.0097624
0.9365106
0.94536626
1.0722439
0.9482694
0.936011
1.1044526
1.0133746
1.0134853
1.0091685
1.0107843
1.1208311
0.97863984
1.0740894
0.8965816
0.96517456
0.9266529
0.8811898
0.90770596
1.0204858
0.99868536
0.99337316
0.979666
0.9807022
0.9569467
1.0022442
1.0372466
0.8638777
0.91713524
0.9063563
0.8834722
0.9602735
1.109444
1.025631
0.89744335
0.832987
0.9187347
1.1425047
0.9548647
0.94338745
0.9109947
0.8493803
0.9814271
0.9220655
1.1979294
1.000436
1.1262208
1.1265849
0.9636169
0.94105154
0.96121234
0.9165309
0.9106078
0.96650535
1.0199064
1.1517723
1.249224
0.9465235
1.1085938
1.1225533
0.9692454
0.92516184
0.9671139
1.093338
1.1868021
0.9613462
1.12446
0.92662615
1.0349799
0.9694927
0.8799328
0.9890469
0.8460848
0.90121794
1.054892
0.99164695
1.0102522
0.9658006
0.90719855
1.045493
1.0197427
0.9787759
0.9847405
0.9135595
1.14488
1.561085
0.94271827
1.1088845
1.185763
1.1596079
1.1522893
1.2027284
1.1790398
0.9845977
1.0944571
1.191196
1.0491858
1.0957329
1.0722528
0.99614185
1.0058686
0.9453938
0.86014205
0.90003145
0.934316
0.8896578
0.9660239
0.9536119
1.0441037
0.954578
0.9890685
0.9741306
1.0926739
0.9304667
0.9724508
1.0361496
0.9332194
1.0006293
1.0014026
0.9417405
1.1240594
1.1918709
1.1053544
1.0591462
0.946535
0.93037593
1.0392251
1.1012254
0.9635403
1.0271672
0.92163473
1.0351716
0.97867423
0.9907748
1.1318967
1.1382422
1.2106389
1.2307073
1.2018698
1.0375521
1.0962048
0.9475021
1.1190269
1.0871208
1.0117208
1.0671062
1.0130966
1.0947058
1.101728
1.062817
1.0746461
1.1713257
1.1524695
1.0009137
1.0472139
0.9815686
1.0186498
1.0102654
1.05242
1.1076412
1.0588396
1.0015384
1.0249188
0.99512887
1.0760372
0.9746761
1.0686918
1.160774
1.1449231
1.0564137
1.0905045
1.2000289
1.143347
1.1343248
1.1392899
1.1172298
1.0567632
1.0529423
1.0302303
1.0753447
1.1090984
1.0515003
1.1393543
0.96489984
1.0312105
1.0679624
1.0063412
1.0850968
0.96671426
1.1332337
1.1105487
1.093323
1.1618534
1.1077286
1.121306
1.142663
1.2627488
1.1176183
1.0565987
1.0968986
1.0854436
1.0248576
1.1132448
1.129267
1.1060144
0.9549427
1.0821346
1.0253161
1.0994394
1.0606059
1.0624838
1.100387
1.1358337
1.1384978
1.0468353
1.1365001
1.082079
0.979783
1.065719
1.0158451
1.0081984
0.9989629
0.99136347
1.0492667
0.9969817
1.1298045
1.0813742
0.9444175
1.0970705
1.0460986
1.0669796
1.053602
1.071642
0.9988145
0.9491495
0.93431056
1.0692995
1.0749834
1.039806
1.1250486
1.0819612
1.0741136
1.0987797
1.1074115
1.0821395
1.176528
1.1011161
1.1072246
1.0911359
