uuup-01.csv0
0.4398013
0.62323016
0.54533887
0.67198753
0.7686872
0.5374069
0.65894324
0.71487147
0.77803046
1.0423464
0.96862674
1.0641662
0.7002549
0.77413994
0.5984302
0.7730778
0.73625404
0.94626206
1.0053049
0.57725376
0.89159435
0.7647393
0.7204976
0.61656547
0.7064238
0.8486797
0.84952253
0.6446117
0.848723
0.59548837
0.6523908
0.59832394
0.7128757
0.5637121
0.55624515
0.541595
0.5620542
0.6847832
0.59915394
0.8934946
0.65422225
0.85338795
1.0423093
0.77512205
0.9561255
1.0578938
1.2187601
1.1726218
0.74631834
0.87724847
0.5829755
0.6288047
0.6580665
0.746219
0.5354394
0.5389772
0.5961281
0.6135957
0.7276721
0.5606559
0.88055956
0.63525236
0.75813556
0.75669646
0.76783115
0.97177637
0.85191935
0.7319412
0.79312265
0.8807824
0.64031196
0.7745147
0.76723695
0.6945467
0.8373101
0.5881023
0.617205
0.7321935
0.6899437
0.678035
0.61561143
0.7967293
0.69794834
0.8602998
0.6415527
0.8312502
1.2678308
0.9567147
0.7384459
0.8092457
0.688083
0.86412317
0.9362373
0.7309162
1.0196617
0.78071237
0.6960507
0.78001946
0.8148947
0.8101784
0.84218526
0.8131493
0.97799164
0.8983887
0.8340806
0.776236
0.87170774
0.8901893
0.871924
0.75745696
0.87806684
0.87033224
0.9326408
0.6855736
0.72362864
0.79909486
0.8384978
1.3974597
0.9413929
1.0995104
0.772035
0.69567
0.809028
0.79246616
0.8625476
1.1340166
0.87482613
0.86500293
0.7391145
0.7802616
0.8264206
0.73025525
0.8077183
0.8153845
0.8317376
0.75886345
0.71755296
0.82273257
0.77134275
0.73023635
0.71367747
0.7659713
0.68308437
0.75803125
1.0811881
0.7187742
0.65356046
0.7132506
0.78079814
0.9229796
0.94582814
0.6506373
0.75801027
0.86552006
0.9655967
0.8641701
0.9770709
0.792246
0.91161084
1.1722144
0.961269
1.2816517
0.8963747
0.7541861
0.791268
0.74442655
0.7538529
0.95066416
0.77687794
0.83158517
0.91653204
0.72605705
0.8380834
0.81727064
0.7777287
0.77246976
0.99276567
0.7751598
0.949013
0.7247414
0.84680927
0.90782887
0.71888804
0.72320664
0.634107
0.69079393
0.7636779
0.6937652
0.8059625
0.78862226
0.8496893
0.83676296
1.1011709
0.82452345
1.045785
0.71156603
0.69159853
0.7957101
0.8856797
0.9540109
0.90736383
0.88032705
0.795829
0.7527566
0.61598176
0.6073325
0.6400141
0.66682583
0.84155786
1.1596171
1.2126535
1.1580589
1.1623437
1.0670329
0.91579825
1.0515008
1.0458922
1.0945773
0.84132504
0.85748553
1.0212756
0.907327
0.7313747
0.78179806
0.9358655
0.7249396
0.80773157
0.6844411
0.79099184
0.7364051
1.033679
0.74815583
0.7959574
0.6674165
0.753275
0.79208934
0.8126324
0.84549946
0.9738602
0.9274989
0.9552492
0.98893327
0.7480044
0.8606823
0.8480924
0.6727329
0.7332794
0.8381279
0.85648555
0.7061277
0.9130673
0.8462231
0.9173677
0.8597093
0.751828
0.7042722
0.96035576
0.85917723
0.9190067
0.78450364
0.72310996
0.8117783
0.73773223
0.93892455
0.819507
0.8796182
1.0395746
0.872214
0.9402426
0.7646764
0.88508564
0.9499019
1.1674964
0.76227283
0.7022664
0.8842309
0.80179936
0.92444617
0.766582
0.68392736
0.8132151
0.8300771
0.7406123
0.8863298
0.7381854
0.82982993
0.75679815
0.88660806
0.79761446
0.75071764
0.8286001
0.7023049
0.87236446
0.7588472
1.0784357
0.894133
0.8488424
0.76532066
0.8748962
1.0216943
0.9097532
0.8856617
0.81641567
0.7500159
0.84385276
0.83368254
0.84351754
0.8153908
0.88106465
0.9388201
0.82868606
0.8247092
0.90284103
0.7059165
0.7646126
0.81772107
0.7257988
0.78713804
0.84061027
0.81707233
0.88533974
1.002683
0.8814084
0.90246475
0.8608936
0.75973266
0.6762331
0.7483014
0.71341574
0.66883963
0.7000354
0.6806195
0.7401257
0.7589328
0.7448032
0.66762596
0.72785145
0.7425265
0.76651925
0.81862855
0.81213653
0.750638
0.720128
0.72944486
0.68950313
0.7627874
0.73014116
0.6851295
0.7811932
0.73203593
0.6887644
0.7024602
0.7137383
0.71952295
0.7832092
0.712293
0.694482
0.81531566
0.932787
0.73670846
0.7973109
0.76426387
0.7954458
0.8115767
0.80930746
0.9671091
1.0084637
0.839683
0.71543735
0.72940105
0.73712033
0.7105029
0.84570485
0.800364
0.7530653
0.7098676
0.7869562
0.8975002
0.78020537
0.95429593
1.0313756
0.91309786
0.89931726
0.8068042
0.7558601
0.92304474
0.9073629
0.8074315
0.6492745
0.6462882
0.7533353
0.7238391
0.8265602
0.7573097
0.7323158
0.74987984
0.7702396
0.7898939
0.8015164
0.89296186
0.78649175
0.9584698
0.8189567
0.94116914
0.8267105
0.81864035
0.8386236
0.8262206
0.7456626
0.7765946
0.81579125
0.9122051
0.8824359
0.7549254
0.7711603
0.8563892
0.7256665
0.85958576
0.8513597
