pupu-01.csv0
0
0.80067915
0.7813516
0.9681866
0.93206334
2.3398669
4.0407352
24.087223
0.88092047
0.72681403
0.6381317
0.5595912
0.6622223
0.6412479
0.5758148
0.7126857
0.61369777
0.63981754
0.7818811
0.8268467
2.4182203
1.2841903
0.7795094
0.8229098
0.84672713
0.77764535
0.85618407
0.5696554
0.74287224
0.6640515
1.1556318
0.8188405
2.821818
1.6214204
0.8646251
0.9818859
0.9709027
0.75191975
0.7323903
0.8539002
0.7083684
0.803102
0.70870715
0.67605186
0.90166223
1.8686615
0.8981903
0.9171386
0.82232267
0.75687814
0.6498824
0.6242846
0.6137183
0.7002036
0.8172588
0.92119986
0.7936209
0.8580164
0.71681523
0.76150817
0.8791703
0.8307248
0.84827065
0.772471
0.90663356
0.77927697
0.87064445
1.0274054
0.6606922
0.8829495
1.1617213
0.9848799
0.9498104
1.0918097
1.0940291
1.0401827
1.0639572
1.0798022
0.7955026
0.79262525
1.0481552
0.7793092
0.8411248
0.9090239
0.8110547
0.7749024
0.91271937
0.86520004
0.83816034
1.2823802
0.7653791
0.7786595
0.7246142
0.81322664
0.76417464
0.80798894
0.8221455
0.8447809
0.84730434
0.7561296
0.759787
0.79917115
0.72806555
0.7205334
0.78167117
0.8742181
0.6994322
0.8393954
0.7761957
0.7845164
0.71917117
0.7621626
0.88873345
0.97657025
0.72830325
0.76916707
0.72049993
0.81146073
0.7509521
0.8374827
0.82875806
0.79474
0.81688243
0.8352475
0.77636564
0.6842664
0.7730311
0.82660306
0.80331117
0.8709052
0.69209206
0.9678911
0.8808117
0.825501
0.8902902
0.82536703
0.89579237
0.7764284
0.7984316
0.9780985
0.77749395
0.7775668
0.9496642
0.86900896
0.8060115
0.86358446
0.83624774
1.0371515
0.842492
1.034703
0.83906263
0.86811197
1.1010635
0.836236
0.99287087
0.97257364
0.9776815
0.86630356
0.9304578
0.7662804
0.79087996
0.7664368
0.86904144
0.90244853
0.74617654
0.77461666
0.7328029
0.7644757
0.5928124
0.7802353
0.80896556
0.9753565
0.788401
0.7311706
0.89992136
0.91584444
0.89464825
0.78169525
0.8130154
0.7583544
0.73315525
0.699109
0.850566
0.76421
0.7985108
0.79403865
0.79056036
1.083599
0.8449455
0.8352476
0.8824037
0.74298847
0.80942017
0.76180094
0.7672439
0.6857641
0.7241716
0.85238266
0.7514744
0.79563874
0.8006065
0.75620395
0.6956731
0.7153549
0.83256406
0.9150277
0.7808137
0.874523
0.9835084
0.9625901
1.0304528
0.88222516
0.86998683
0.9697746
0.7846314
0.8993096
1.0155747
1.3364207
0.863903
0.805663
0.91650206
0.8057589
0.7000569
0.79397905
0.7832903
0.81004924
0.8297245
0.99966866
0.7826332
0.7667906
0.7293999
0.70484805
0.7247092
0.7476993
0.7023877
0.72013044
0.80202085
0.960345
1.0735503
0.92867553
0.95012856
0.9196429
0.88128084
0.94833624
0.91763943
0.819734
0.89652
1.0195149
0.8485097
0.9832422
0.86746323
0.968215
0.93008006
0.8992689
1.150563
0.8745277
0.8888375
0.85074264
0.9887841
0.99424005
0.8043857
0.85633117
0.8514953
0.7633161
0.7259284
0.8503718
0.7763536
0.72901297
0.8165451
0.7384851
0.7202812
0.7393684
0.87824875
0.8555656
0.9160946
0.72833824
0.8267776
0.8208068
0.7568897
0.7057659
0.7377277
0.8503041
0.7859669
0.69655865
0.7705554
0.7131481
0.6993819
0.70535094
0.6858458
0.82445496
0.794116
0.83933854
1.0265766
0.8695454
0.8504545
0.77567816
0.78382826
0.8319321
0.7877837
1.0374886
0.77210045
0.8091908
0.79156005
0.86649686
0.85614914
0.7465572
0.866919
0.8481254
0.8640504
0.7535868
0.7965962
0.84541756
0.8307786
0.9297724
0.82253206
0.8061211
0.83049303
0.90438074
0.79585063
0.8013441
0.77697927
0.77152395
0.75942457
0.76344395
0.9352235
0.80446035
1.07771
0.856825
0.9591737
0.8793279
0.87222105
0.78018576
0.778342
0.89681476
0.82119167
0.8172518
0.8419548
0.76857084
0.73226243
0.76987183
0.72446024
0.8306658
0.8969729
0.84298337
0.90918094
0.9634692
0.926603
0.92205304
0.87826777
0.95897514
0.96014285
0.9233409
0.7655526
0.77111864
0.8480728
0.7316342
0.78061587
0.816051
0.77267474
0.82055205
0.87223536
0.7802738
0.77320987
0.83098155
0.7110448
0.722222
0.78623617
0.7705821
0.75386214
0.75292575
0.7311507
0.72588503
0.7623575
0.7954739
0.74108285
0.828184
0.7336457
0.814234
0.810723
0.81657
0.9528119
0.9049664
0.86828864
0.8573389
0.9085631
0.9855942
0.92511725
0.8765399
1.0659626
0.8707985
0.88507783
0.89641887
0.8805169
0.8197896
0.88352233
0.8510265
0.83680296
0.8203139
0.8742309
0.86700255
0.800157
0.78556025
0.78329015
0.81275475
0.8254987
0.86560476
0.83882904
0.91441685
0.9699962
0.9076
0.9539679
0.82738817
0.8719962
0.94378275
0.95968884
0.8920859
0.94466406
0.9291948
0.9028803
0.9154028
0.97134036
1.0162915
0.90768623
0.9300773
0.91732
0.90083504
0.8173128
0.8229596
0.89255214
0.9043347
0.90861815
0.8761949
0.9132574
0.855211
0.9253237
0.9313608
1.0050479
1.1103387
0.8793114
0.9464907
1.0714527
0.86714756
0.9488356
0.8506559
0.985506
0.867252
0.8094643
0.85119605
0.82653606
0.8276729
0.8585487
0.89597446
0.86256635
0.8547448
0.83829826
0.8884912
0.9281421
0.9192516
0.9698909
0.95851785
0.94095594
0.9735493
0.9315724
0.89324135
0.87504137
0.8984884
0.96438
1.0492595
0.93050134
0.94294524
0.94422203
0.96182716
1.1054976
1.0577942
0.966563
0.89054537
0.85574615
0.9727882
0.812227
0.8206344
0.84935004
0.8151264
0.90968686
0.86244124
0.89267975
0.8494179
0.9245552
0.8342147
0.88237554
0.8639787
0.92759585
0.9313408
0.97982377
0.94262785
0.93445724
0.926889
0.7895139
0.8802683
0.8791466
1.0470526
0.9266716
0.8950809
0.85758096
0.8325534
0.86551285
0.8242448
0.9283551
0.8499882
0.97996044
0.84407836
0.77282083
0.82769316
0.8548991
0.8433055
0.851678
0.79470307
0.89536124
0.93880427
0.9401352
0.81777614
0.87257
0.90502983
0.8512928
0.8444235
0.8390121
0.8933486
0.8597734
0.90616095
0.9079804
0.8415731
0.89115375
0.8897869
0.81844413
0.88873863
0.9627696
0.93243074
0.95408976
0.92941165
0.81430054
0.84399104
0.7891945
0.7834096
0.8772447
0.8110075
0.8600302
0.90163577
0.93252796
0.947792
0.9682988
0.94123447
0.89575577
0.8105204
0.92936903
0.96321595
0.8956769
0.89748514
0.8905285
0.8844045
0.93696994
0.9665556
0.8844184
0.9263984
0.86212474
0.9594547
0.9401017
1.0470605
1.0402938
0.8803616
0.99368256
0.94294566
0.88519746
0.8911625
0.91003597
0.9104146
1.0313233
1.0502291
1.0228709
1.0910004
0.91747826
0.87364835
0.88032216
0.8822509
0.83765745
0.81044686
0.84399605
0.86094636
0.87594074
0.9046689
0.889417
0.9406591
0.95005584
0.9509476
0.89587337
0.8973205
0.94574344
1.0001053
0.88720995
0.9544595
0.9081435
0.98107916
0.9424339
1.1235223
1.1079717
1.0016164
0.87334704
0.8477136
0.90956026
0.89820254
0.8575144
0.82302463
0.8138908
0.8471876
0.87485015
0.97245
0.88907564
1.0835915
0.93095046
0.9258401
0.91195166
0.86000705
0.89702624
0.9709869
0.971102
0.9441333
0.87952644
0.9028573
0.8941213
0.86577064
0.86333036
0.87225187
0.90086895
0.9697865
1.0898229
1.0500828
1.0671259
1.0352101
0.9665663
0.8955014
0.9691407
0.9324486
0.92602545
0.93257844
0.8978713
0.8280491
0.86069894
0.8618418
0.9028416
0.84768546
