ppup-00.csv0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4808738
0.75632864
0.77894074
0.88671577
0.87605387
0.5632306
0.7777584
0.7586834
0.6177881
0.68410534
0.7439862
0.673939
0.6117348
0.6487876
0.67149985
0.7078098
0.5928493
0.61795706
0.5573855
0.6146752
0.64016044
0.5998319
0.5988021
0.6784587
0.6589964
0.6179901
0.6462672
0.6131676
0.58775246
0.5714605
0.6155907
0.65094703
0.6329579
0.64235526
0.66172963
0.7000501
0.65903354
0.6913334
0.6315481
0.666238
0.30802265
0.44602898
0.47790277
0.54884785
0.5426935
0.56069434
0.5405939
0.65015334
0.603435
0.6287229
0.6676027
0.6457353
0.5913802
0.6350274
0.63643533
0.66400194
0.65627
0.6343114
0.6128493
0.64543927
0.6575313
0.64808846
0.6854561
0.6946721
0.6603413
0.6033567
0.5739084
0.6685735
0.6704534
0.6985062
0.69962496
0.7264019
0.6900896
0.56972146
0.63478464
0.65197843
0.7061335
0.66907465
0.62734205
0.68482894
0.6995336
0.7130514
0.6991312
0.688202
0.6918685
0.4756817
0.5044523
0.49009663
0.558032
0.5403199
0.61465955
0.63140893
0.62750566
0.61219656
0.6436848
0.6659686
0.6623499
0.6362737
0.53549147
0.4374197
0.51197535
0.5601557
0.55241007
0.59545237
0.6079376
0.5914967
0.5826291
0.63731396
0.6319548
0.6332304
0.6145752
0.5408822
0.49916095
0.5500231
0.6620422
0.6388601
0.62499845
0.65620697
0.7075876
0.7138011
0.67486894
0.7195743
0.7235076
0.53334844
0.595655
0.60519207
0.6189839
0.670906
0.60838765
0.6922781
0.6808364
0.70366883
0.6671607
0.713632
0.6682778
0.69930756
0.40193138
0.387027
0.4570476
0.5183277
0.5291204
0.5555051
0.56988776
0.6075934
0.5961444
0.5874225
0.6107747
0.6287121
0.615693
0.56414413
0.59015715
0.6467625
0.5955917
0.6475682
0.6614312
0.63110834
0.6932257
0.68145126
0.72225875
0.67314684
0.61805224
0.5169092
0.6216689
0.5638876
0.57063824
0.61951363
0.57742393
0.6008548
0.6118957
0.5922116
0.6241515
0.60504305
0.5866981
0.6161793
0.5715715
0.5073043
0.54540735
0.5998218
0.59234715
0.68054444
0.65974736
0.6991659
0.6767159
0.68249846
0.6847095
0.71525353
0.45069218
0.5457696
0.5264449
0.5590303
0.6139679
0.60589164
0.6352601
0.62467915
0.672594
0.68969595
0.66756123
0.6712716
0.7014197
0.5428493
0.62785673
0.65985453
0.6825286
0.6776636
0.6854649
0.71462756
0.6759829
0.7099001
0.6809211
0.69860184
0.7258807
0.4672793
0.46330833
0.48426265
0.5896782
0.5003693
0.59168786
0.56673163
0.5991681
0.6372446
0.65869766
0.6254638
0.6263894
0.625091
0.43907404
0.5564369
0.63552195
0.684998
0.65582806
0.6941734
0.7471372
0.7206429
0.72913784
0.6983726
0.7583939
0.5538929
0.56944275
0.6482616
0.54707897
0.65093905
0.56381816
0.6253904
0.67734843
0.65298706
0.60780126
0.60667497
0.66661745
0.6002372
0.5838746
0.5650124
0.60448295
0.60150385
0.65643406
0.6641341
0.65036124
0.69205934
0.6797782
0.7043044
0.64898205
0.6829288
0.6033741
0.5884123
0.60874325
0.61332804
0.644256
0.70107526
0.70790344
0.7059937
0.71949375
0.709327
0.7093467
0.7066749
0.67094725
0.54313743
0.56353295
0.5895736
0.6475674
0.70150965
0.6904923
0.67465734
0.7085266
0.72826594
0.74686766
0.69695157
0.69530845
0.68247217
0.70625454
0.6808998
0.6533829
0.6647479
0.6542937
0.70035166
0.6908075
0.67112947
0.7042344
0.6893678
0.6562847
0.7079358
0.72720397
0.710334
0.5885086
0.59225744
0.64797413
0.64820904
0.7024213
0.6377863
0.67964214
0.6698709
0.7039974
0.7346383
0.65651375
0.6842704
0.6844263
0.6795593
0.68124574
0.6124671
0.65972984
0.60812527
0.6318538
0.6666406
0.6433549
0.64569044
0.6669961
0.4834691
0.5255143
0.626682
0.57960695
0.58808506
0.643733
0.6260327
0.67380327
0.6731983
0.7164571
0.70272905
0.7092823
0.74783766
0.5771745
0.61357164
0.637
0.6554621
0.7075557
0.71972466
0.75453514
0.76241374
0.74787456
0.72765535
0.76316553
0.778367
0.7792249
0.5582934
0.6576849
0.60203224
0.659308
0.63934463
0.6739502
