upup-00.csv0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.7017052
2.380007
1.8981874
0.72164536
0.62587214
0.84986633
0.6100348
0.6521985
0.52090937
0.7439697
0.60087556
0.6371991
0.7728001
0.63352823
0.5382349
0.5994156
0.56360734
0.5329548
0.65169156
0.648541
0.662531
0.5050827
0.58089226
0.6499442
0.7090974
0.6940842
0.76557285
0.5362012
0.54733443
0.5943124
0.72194606
0.8998285
1.5839505
1.5228972
2.1734614
0.45943147
0.37676135
0.43838203
0.47188717
0.49837366
0.5060655
0.43932116
0.48109013
0.5757787
0.50247407
0.59708166
1.2796997
0.6479481
1.1581894
0.486435
0.55067223
0.53177243
0.5988098
0.7710116
0.83648324
0.7608322
0.81646
0.7053761
0.6831766
1.0047556
0.971854
0.7499227
1.0260106
0.7948605
0.8207772
0.9651142
0.8794043
0.7585922
0.6119895
0.6135765
0.49083057
0.504044
0.57861805
0.5098405
0.48461905
0.71518236
0.5395342
0.62919146
0.5465388
0.55088586
0.5104973
0.5489035
0.5353394
0.54127717
0.6830574
0.76441926
0.66670084
0.7950263
1.1479086
0.7439551
0.8680237
0.62404406
0.67654574
0.7272072
0.6401158
0.6160606
0.66711783
0.6099789
0.56863487
0.58496565
0.5783295
0.64962846
0.53695804
0.61926675
0.69337904
0.79454386
0.638577
0.52563506
0.5608903
0.5268659
0.57070553
0.6711152
1.0279509
0.6897032
0.76877683
0.6828212
0.6419336
0.53457516
0.59536797
0.57271737
0.7827559
0.6314002
0.6774757
0.6000959
0.69452524
0.6671839
0.64780843
0.6945663
0.74298424
0.7102748
0.5985049
0.6510105
0.65405834
0.8222394
0.71036243
0.6378428
0.6515885
0.692048
0.7853507
0.6530355
0.64417326
0.66924477
0.62260336
0.60658973
0.5599134
0.5360583
0.6654566
0.6095128
0.6774971
0.64287037
0.6219946
0.76517266
0.78376585
0.8090957
0.742638
0.76653343
0.6857125
0.6055322
0.6417178
0.5985023
0.80607456
0.6055758
0.6499188
0.69784933
0.6230817
0.6165774
0.6191087
0.70656794
0.60990584
0.63645416
0.61642474
0.6539278
0.59963536
0.59468234
0.58019763
0.58204424
0.5986403
0.5964512
0.6446197
0.7499649
0.64984906
0.6390149
0.82022303
0.62331676
0.6335527
0.6659525
0.512655
0.5499332
0.54702264
0.6312062
0.72213715
0.6219939
0.6177784
0.645868
0.709301
0.7663979
0.87745166
0.8491779
0.59909445
0.5721292
0.5682036
0.5872161
0.625548
0.6218609
0.80546916
0.6530972
0.6918568
0.76246554
0.75720423
0.752783
0.59837
0.655129
0.6015468
0.7014932
0.9313292
0.7531781
0.6882374
0.63972145
0.6823392
0.6180261
0.6544902
0.5981763
0.60821676
0.5581364
0.58633906
0.56884384
0.57751626
0.57608193
0.636292
0.5985153
0.59533656
0.68476874
0.6296127
0.5548995
0.6312177
0.6052233
0.6210706
0.66340554
0.56401
0.5716346
0.5715788
0.60127646
0.6145892
0.61198723
0.5968579
0.5994014
0.5939974
0.626102
0.5894385
0.63352287
0.5928142
0.62584347
0.59174114
0.5627194
0.5604125
0.6419988
0.5882731
0.5707329
0.5419272
0.63283914
0.6722427
0.6641874
0.5999215
0.59046566
0.53823596
0.5669299
0.55544287
0.56006134
0.63958037
0.6884141
0.7247378
0.65144014
0.72329026
0.91697705
0.70777076
0.74540645
0.6725762
0.64983624
0.6020269
0.5416373
0.5343247
0.55415875
0.53986907
0.5504325
0.59054756
0.65164274
0.61015475
0.5920481
0.5672014
0.62732726
0.6131573
0.6536445
0.7112952
0.5979818
0.6950208
0.7352375
0.57193154
0.6788245
0.66563696
0.6703075
0.7178853
0.7472565
0.59484595
0.60574156
0.6977943
0.68391114
0.8237734
1.0609924
0.83906406
0.65767026
0.7439176
0.6899353
0.64199656
0.7164193
0.63080114
0.66114914
0.7278263
0.5891
0.6537306
0.7126189
0.76082724
0.80853105
0.8635879
0.8186681
0.788401
0.9648905
0.71984655
0.6895243
0.7072836
0.6833819
0.6659388
0.6706914
0.6726614
0.6753314
0.6807643
0.682179
0.49546337
0.57307607
0.6126911
0.64923394
0.6253658
0.6752557
0.7297441
0.81950635
0.7271147
0.7566813
0.7953537
0.7696836
0.66733843
0.690103
0.6727613
0.7282092
0.7800798
0.70203865
0.6812462
0.7105863
0.48628926
0.57314014
0.64400756
