uupu-02.csv0
0
0
0.43372706
0.7041653
0.9278965
0.81036156
3.464205
0.7817429
0.6679528
0.8529363
0.74911237
1.1893786
0.7524306
0.44449392
0.70560026
0.886156
0.5269748
0.85386866
0.97753745
0.9071128
1.3001617
1.0586421
1.0444437
0.7944416
0.5331118
0.7521759
1.1524037
0.87825495
1.8198477
0.6250013
0.9359083
1.0668284
0.8426093
0.63582903
0.9065978
0.81168634
0.8948452
0.62406164
0.57853246
0.5556596
0.5564047
0.5818957
0.53360504
0.6586765
0.6901329
0.68034
0.6427549
0.9432144
0.7735159
0.7391092
0.5982778
0.9837561
0.67321897
0.9299724
1.049591
0.59612393
0.54641414
0.61163354
0.57689166
0.66598755
0.49393943
0.4633396
0.48770046
0.6186902
0.9295844
0.68250555
0.6621932
0.5048138
1.1842893
0.61312556
0.8565226
0.5122433
0.6005335
0.7716222
0.71118057
0.533655
0.56229144
0.6554577
0.804866
0.7024365
0.6131138
0.8263494
0.65403485
0.7064648
0.5630805
0.52376866
0.48444748
0.5595723
0.5288563
0.7779182
0.7220366
0.6448827
0.616074
0.5492751
0.5472253
0.5441232
0.5651492
0.5300201
0.5666647
0.58095735
0.54380804
0.7084987
0.66949904
0.5781679
0.64807403
0.6393996
0.7250036
0.88749623
0.7167217
0.67862564
0.564345
0.567604
0.609819
0.65564764
0.68547636
0.5880905
0.6764692
0.6812045
0.55269367
0.51471776
0.645808
0.5780456
0.64992774
0.63760984
0.5690762
0.5548354
0.5897055
0.5636312
0.5769018
0.68310064
0.57030433
0.6065188
0.6099038
0.6281153
0.63079107
0.5334609
0.6037991
0.6275315
0.5860339
0.7045392
0.73750246
0.7209836
0.77125645
0.9716564
0.88743585
0.79229665
0.76975137
0.6622667
0.9534979
0.8169675
0.77408016
0.63711154
0.73806834
0.69349277
0.7204976
0.6746144
0.7837659
0.7517675
0.47715452
0.6186883
0.66171557
0.6457341
0.7870596
0.62839395
0.6842931
0.6754976
0.6321071
1.2600176
0.89007765
0.63190114
0.794518
0.81529725
0.5575508
0.5073886
0.6997116
0.77715194
0.77366036
1.0789521
1.0152682
0.65775174
0.6144107
0.5742755
0.59620327
0.50193167
0.570435
0.55719095
0.57185036
0.61987156
0.63606864
0.71459675
0.8275977
0.567448
0.6199012
0.5996611
0.61422205
0.6950887
0.640408
0.64117885
0.54153734
0.6238304
0.6710174
0.7107665
0.6440789
0.7157612
0.5273192
0.5925377
0.49666715
0.6461105
0.6898271
0.8607914
0.6905757
1.1204517
0.7064591
0.6989218
0.6584961
0.8079147
0.6665603
0.7053136
0.7957904
0.70398235
0.6680014
0.5979602
0.6806805
0.7960053
0.6641108
0.7764019
0.7978112
0.8445142
0.62930995
0.7614547
0.66303086
0.660211
0.7932806
0.72952265
0.66055393
0.8210263
0.73429745
0.92090476
0.7749231
0.76820457
0.6936829
0.710884
0.7632791
0.7114202
0.6952103
0.6088942
0.64359397
0.63391584
0.61038226
0.6458079
0.7640425
0.7199458
0.6331809
0.69492865
0.9464669
0.68598706
0.79932886
0.727073
1.0272328
0.79731244
1.0380005
0.8431174
0.8179643
0.5955213
0.60051316
0.6735227
0.6485473
0.6726833
0.81341946
0.78195447
0.79999065
0.7126393
0.6974317
0.6906006
0.82604414
0.7763112
0.9442669
0.9129148
0.84382623
0.8499397
0.6776167
0.7627058
0.7163788
0.6429538
0.58883435
0.6481643
0.7340851
0.87494975
0.69859684
0.6646547
0.7673203
0.6488098
0.65616304
0.7327725
0.98609537
0.7722502
0.7122877
0.6491033
0.8647469
0.9948533
0.9278022
0.7710424
0.7771301
0.6381694
0.64793473
0.87788624
0.6224623
0.7345125
0.65288585
0.71160465
0.6951905
0.6565595
0.59813255
0.7155122
0.7577457
0.69645745
0.717211
0.73335063
0.7025164
0.6536951
0.7251723
0.6752173
0.6951908
0.6572593
0.6293343
0.6860766
0.75400627
0.60579515
0.5962604
0.5367665
0.6170875
0.6825124
0.58208495
0.72216916
0.70616627
0.7508221
0.6154137
0.7137561
0.697524
0.6574003
0.7840036
0.6329016
0.6320937
0.61191696
0.6123612
0.7363925
0.6260003
0.75707054
0.6754291
0.6013609
0.6103728
0.666574
0.68769866
0.7831475
0.784986
0.6497553
0.6693508
0.6407769
0.53833205
0.539512
0.5253667
0.5754294
0.64420563
0.6042866
0.6675857
0.71595633
0.8710622
0.87292206
0.80966616
