uuup-02.csv
0
0
0
0
0
1.0
0.58242244
0.6459547
0.6993374
0.8562529
0.81934804
0.8521985
0.6219314
0.5540968
0.49310997
0.5494964
0.76124173
0.5785545
0.57031924
0.6313048
0.54769117
0.5870521
0.60749984
0.4793144
0.6868107
0.6983006
0.5480457
0.69076586
0.75675106
0.8261377
0.98595005
0.56749684
0.5388439
0.5292459
0.632804
0.54732746
0.5913975
0.5697499
0.7572457
0.6444448
0.56733525
0.5779912
0.85363454
0.55367595
0.6249406
0.6739322
0.57219887
0.70630145
1.5747951
0.5643738
0.5870121
0.6954424
0.89489096
0.62742645
0.8417917
0.69209164
0.6519384
0.68031156
0.6447058
0.6357301
0.6170741
0.66487265
0.66354215
0.7238524
0.61044145
0.64767045
0.6445976
0.6035245
0.77213943
0.65787727
0.63226575
0.63199306
0.7297222
0.82297975
0.87132597
0.8006348
1.1540835
1.3611543
0.8062795
0.65655005
0.8578022
0.81783944
0.6664099
0.63475883
0.6446421
0.65295774
0.688693
0.7009944
0.77190274
0.92597127
0.82568693
0.73155636
0.77994144
0.6931152
0.65588504
0.8280944
0.77439666
0.772605
0.7031864
0.69788194
0.66687256
0.65215635
0.7382299
0.66626143
0.7280036
0.77050173
0.66802895
0.7668148
1.0085175
0.81303185
0.7570712
0.8093646
0.5932343
0.8661041
0.6313646
0.61271584
0.5789522
0.6266218
0.749071
0.581675
0.79628336
0.86084443
0.5993854
0.64239454
0.5857898
0.704679
0.5786247
0.5882697
0.5856731
0.6678033
0.6718395
0.5975045
0.62252396
0.90427566
0.5988234
0.6279976
0.56518227
0.56632113
0.618931
0.67113394
0.54870176
0.63036114
0.6490697
0.68733263
0.7148899
0.8521681
0.63244826
0.7508707
0.7337364
0.87969476
0.6866449
0.5947663
0.6880986
0.5959272
0.60607684
0.5596225
0.70712936
0.7731979
0.57820755
0.59758073
0.63818663
0.6379184
0.67345226
0.5973961
0.5876903
0.67638767
0.57884055
0.7903997
0.63071656
0.68015236
0.6589084
0.642054
0.74138105
0.63707846
0.5884108
0.6244058
0.68355924
0.8984036
0.6712054
0.66084516
0.68827486
0.63707066
0.72104293
0.60371846
0.6058184
0.6731905
0.7095851
0.591955
0.5938863
0.6758942
0.72999305
0.58110905
0.70411
0.6444184
0.67763335
0.6594432
0.7277326
0.67207724
0.64698017
0.6693714
0.6723027
0.70973295
0.7726385
0.7445489
0.634491
0.704573
0.6734604
0.7051544
0.7196622
0.62482995
0.69388187
0.70301557
0.6567316
0.71367127
0.6402432
0.6348344
0.59726
0.64392823
0.6321605
0.7117404
0.66300553
0.60669166
0.66640663
0.7471953
0.81919426
0.69689894
0.82294303
0.6476941
0.5827066
0.6664324
0.6899132
0.75202626
0.7190828
0.6747694
0.7944683
0.6618231
0.6475957
0.7528885
0.63215315
0.6923655
0.64129007
0.6507431
0.7150363
0.6689731
0.6478319
0.7198987
0.69128704
0.6801575
0.71533465
0.62184197
0.70616263
0.81800956
0.6339256
0.74985206
0.6242797
0.6023605
0.68237007
0.62875533
0.66642135
0.6140627
0.6390475
0.61771417
0.6375153
0.7074301
0.6888537
0.6575458
0.6596964
0.64276904
0.7434336
0.8586284
0.6486305
0.7346208
0.67270154
0.7330236
0.69802856
0.7162751
0.7819021
0.68415546
0.6406056
0.67541474
0.65646935
0.70087826
0.68148977
0.73937523
0.6461428
0.6982613
0.7082852
0.71296656
0.6195679
0.5771204
0.59137875
0.5998839
0.69350237
0.631416
0.6650321
0.77622193
0.7377077
0.60539144
0.6132698
0.69993836
0.6457037
0.7351577
0.6581115
0.6513296
0.6867437
0.623046
0.6371658
0.6297518
0.6604963
0.7061913
0.78256434
0.7474444
0.59001845
0.74036705
0.66829336
0.7857665
0.74128217
0.7161653
0.6488121
0.7324199
0.66869634
0.73224777
0.71079695
0.6660224
0.7277702
0.59524554
0.7628615
0.74079454
0.65653986
0.6133048
0.719373
0.67449546
0.7614437
0.6619201
0.67326164
0.69545674
0.6788501
0.6779373
0.6173717
0.6418584
0.66667503
0.6497252
0.81501526
0.61726934
0.6766718
0.63448733
0.59892076
0.6508833
0.61135894
0.5942731
0.5865269
0.6012902
0.7119472
0.6419252
0.6615057
0.7680844
0.76208967
0.66071165
0.76601595
0.68994653
0.62747777
0.6528487
0.5765892
0.65054464
0.627658
0.5917524
0.6540763
0.82541806
0.8248796
0.7243957
