pppu-02.csv0
0
0
0
0
0.60507566
0.50596285
0.6928986
0.662106
0.62713635
0.686487
0.7273815
0.5487331
0.6658576
0.58967525
0.5793342
0.62276465
0.71846277
0.74067396
0.6666497
0.5171375
0.6437755
0.45171854
0.6373588
0.7194845
0.62084824
0.5144523
0.55333275
0.6501638
0.59991884
0.6316116
0.62925863
0.6204424
0.6181416
0.69879156
0.6875161
0.7683085
0.7481204
0.6149598
0.6383517
0.6492075
0.66985244
0.6978201
0.7202081
0.6671589
0.758667
0.6957892
0.69685495
0.7204123
0.71830773
0.6784918
0.63234377
0.63136435
0.6125434
0.63921756
0.70137435
0.6188865
0.5558015
0.68293744
0.66645664
0.62239605
0.67608774
0.6705034
0.6588264
0.6859324
0.5979578
0.6669424
0.621037
0.623022
0.5420118
0.53593427
0.6188925
0.63322103
0.5700901
0.5846627
0.5832695
0.57444686
0.55808985
0.56570137
0.54632276
0.6391767
0.5601675
0.604159
0.5552107
0.5739485
0.6403147
0.610273
0.60632765
0.64377725
0.6119961
0.6754782
0.67625815
0.7105891
0.6902426
0.6094269
0.574162
0.53419924
0.53859663
0.49995574
0.5403681
0.5555419
0.56103
0.5404963
0.57201505
0.52473855
0.54926777
0.549878
0.58654255
0.5278813
0.51681095
0.50831
0.50345767
0.54249144
0.5208006
0.5474407
0.5152482
0.5434883
0.49090102
0.5934458
0.5213481
0.5404163
0.48252746
0.45800486
0.56296146
0.67519474
0.59830326
0.56007344
0.6036654
0.62263066
0.6463016
0.5376105
0.53237313
0.5574006
0.51036847
0.54537636
0.52522147
0.51694006
0.4972696
0.48951852
0.52623874
0.52225065
0.47508198
0.505501
0.4883479
0.5113351
0.48098078
0.52369905
0.48377278
0.48538056
0.47778293
0.47567952
0.55613005
0.5299831
0.81786704
0.7787833
0.8163327
0.78963286
0.7803092
0.81098586
0.7889492
0.54304844
0.48972958
0.5206809
0.4724956
0.4627266
0.47012612
0.45850718
0.45174286
0.4524654
0.4640701
0.47078505
0.44280338
0.44960132
0.45866925
0.45863068
0.4625362
0.4513024
0.6325222
0.78303456
0.78444004
0.7447651
0.7681467
0.8203258
0.7817135
0.52855724
0.523869
0.5391483
0.51170784
0.5258045
0.47130197
0.5357923
0.5405541
0.5708325
0.5353351
0.5420925
0.55703753
0.5793284
0.5507924
0.59229463
0.60694265
0.600989
0.6006411
0.54495
0.5815552
0.5958183
0.54058284
0.5598402
0.55722535
0.6629756
0.64286065
0.62806195
0.69419765
0.7423648
0.7807301
0.81519306
0.64813673
0.57400584
0.60694474
0.56759715
0.60737693
0.5808363
0.5613678
0.5414269
0.5313521
0.5314838
0.53593284
0.56660485
0.6673214
0.7273357
0.76844436
0.76027125
0.78340083
0.8227499
0.83287835
0.49863604
0.4894724
0.5782265
0.6025201
0.62406117
0.6963401
0.69425815
0.6619753
0.61326945
0.7925377
0.8375112
0.5344377
0.7317529
0.72909707
0.7768466
0.79374665
0.7858504
0.781807
0.84909064
0.81861514
0.8029265
0.5632062
0.63073087
0.63639617
0.6730541
0.63285357
0.6405625
0.63796216
0.66407394
0.78925
0.7983175
0.79198766
0.58181405
0.72560114
0.7468458
0.8035009
0.8174858
0.83248204
0.817026
0.83043396
0.7891529
0.8071664
0.5488853
0.5539338
0.5614252
0.5896372
0.59734005
0.67695373
0.63836837
0.69379437
0.68040127
0.6785175
0.7553124
0.77152604
0.74895155
0.80992216
0.8151985
0.81144047
0.81786466
0.80378264
0.6368168
0.7755829
0.805047
0.8244249
0.8471845
0.8450371
0.8269488
0.82885385
0.7682427
0.51462233
0.5777403
0.6518809
0.7301976
0.8300768
0.8829321
0.79417515
0.77374434
0.7937977
0.8348615
0.513761
0.53332114
0.6757195
0.84410614
0.8417953
0.76171833
0.8405998
0.82790536
0.8540203
0.82245284
0.5652018
0.77350575
0.81808746
0.83559024
0.84256333
0.88849515
0.8540753
0.8725279
0.84312594
0.6083092
0.79283005
0.7839223
0.7604244
0.76312655
0.8115244
0.833366
0.8027929
0.81618184
0.8662199
0.882223
0.5762673
0.799689
0.81658936
0.81160384
0.76813215
0.8089903
0.8883699
0.89350605
0.86655474
0.8645881
0.4772793
0.623275
0.7054493
0.75688183
0.80694026
0.8145331
0.8080237
0.86345005
0.81006414
0.81036454
0.5730883
0.76189137
0.73969924
0.7867806
0.80498224
0.78988075
0.8145102
0.82635534
