ppuu-02.csv0
0
0
0
0
0.39903274
0.48586282
0.84131765
0.5205918
0.6180141
0.68253165
0.9272056
0.6863781
0.7387553
0.8305047
0.41508865
0.5287638
0.53579706
0.49153975
0.53672105
0.47921568
0.65858734
0.62499803
0.5987134
0.6445255
0.70460314
0.4734126
0.6505102
0.7432747
0.56426954
0.70734507
0.55541724
0.6443029
0.7301754
0.57477003
0.6676178
0.61498594
0.56890166
0.7787265
0.5740246
0.58367157
0.6415093
0.60089105
0.6260373
0.59678537
0.6439133
0.5559835
0.6770641
0.62844455
0.59813666
0.61305785
0.72373813
0.734893
0.68437725
0.6355337
0.5875168
0.57651013
0.5199554
0.55548584
0.6019655
0.6109718
0.62944806
0.6568484
0.6098714
0.6257332
0.66147625
0.6264003
0.57037735
0.40728092
0.4534876
0.38768804
0.4162533
0.5490677
0.58607054
0.6331105
0.54667056
0.5778144
0.552246
0.617842
0.6703084
0.65185475
0.4253471
0.5109268
0.47248673
0.47327024
0.50541425
0.44610617
0.49908444
0.48621383
0.5406813
0.55985373
0.63722193
0.5887658
0.61407876
0.516541
0.5450731
0.5181244
0.54277647
0.6226982
0.5916107
0.59832597
0.63475335
0.64982814
0.65001655
0.64739114
0.60271925
0.6213295
0.5860557
0.5452392
0.6134168
0.621895
0.61939776
0.62594175
0.5874056
0.62245077
0.6138043
0.6377393
0.680433
0.6197089
0.5035867
0.5172024
0.57772225
0.58528876
0.5598053
0.5836847
0.57808316
0.610351
0.60100704
0.5595064
0.6544809
0.62489176
0.4804808
0.57949466
0.4892309
0.542159
0.53142333
0.5821222
0.63419175
0.63222337
0.65905195
0.64073706
0.6868114
0.66061115
0.723862
0.65965116
0.6635608
0.6632505
0.7082546
0.7680767
0.7339135
0.7334392
0.7267413
0.4680996
0.5394215
0.5838988
0.5702903
0.611564
0.65307134
0.67083
0.6896469
0.68653566
0.6875702
0.64726985
0.6391787
0.67204547
0.5553345
0.61638665
0.6440452
0.6147197
0.6802335
0.69266665
0.7147786
0.7168584
0.7150394
0.7588474
0.74011195
0.46600097
0.5828359
0.719243
0.64336294
0.7150119
0.6914598
0.6818423
0.6439521
0.6868948
0.7068859
0.74627995
0.71628445
0.45934668
0.56428236
0.60136515
0.65940076
0.62195367
0.69956684
0.72004974
0.7075258
0.72765535
0.71676517
0.7188967
0.7111049
0.7633199
0.78686225
0.71818817
0.8306509
0.70882535
0.8019426
0.8093178
0.89101577
0.5689678
0.6557893
0.6923989
0.7716936
0.85941595
0.85410213
0.85093075
0.8748772
0.8679352
0.8545857
0.8615182
0.90529776
0.91416824
0.8892357
0.860367
0.84834087
0.8369251
0.90080065
0.8809702
0.85385877
0.85409826
0.5620069
0.6024243
0.6304959
0.6606345
0.6556261
0.64122885
0.6439159
0.6533602
0.6944896
0.713296
0.6801218
0.6742684
0.65433794
0.6801017
0.7231477
0.7283017
0.7557875
0.6971866
0.6741852
0.6245901
0.6560642
0.6029582
0.7514706
0.7093553
0.7642575
0.84300774
0.8189459
0.90791774
0.85642105
0.833863
0.8752278
0.898797
0.94014734
0.91696334
0.9359819
0.9200518
0.9053355
0.9126805
0.9411721
0.5909818
0.7215104
0.70885706
0.676342
0.7737737
0.7345317
0.7603151
0.7795244
0.8154456
0.90547377
0.815155
0.81416327
0.7982672
0.783453
0.792737
0.77585626
0.7876733
0.79500115
0.8511553
0.8166335
0.7884844
0.79070556
0.8588533
0.8476099
0.85724795
0.85881436
0.87361956
0.9015425
0.84529644
0.8286148
0.84836006
0.7176132
0.8884025
0.88407975
0.8617611
0.8272559
0.79853266
0.87830913
0.8535973
0.8531959
0.8716321
0.8825611
0.86029744
0.866798
0.87868166
0.83008397
0.90244293
0.83244497
0.86111253
0.6394158
0.6946541
0.7193972
0.804513
0.7752225
0.75165224
0.7866483
0.83729213
0.8888325
0.8626363
0.8356962
0.8900597
0.79817116
0.88661623
0.9122161
0.88215446
0.89183676
0.87914205
0.92785704
0.9584709
0.86670274
0.88330674
0.8950055
0.913286
0.89855295
0.90463966
0.8907401
0.8959333
0.92627925
0.91175526
0.9274978
0.8832705
0.91392505
0.74985313
0.78103095
0.7557983
0.88140136
0.8914358
0.92694527
0.81867015
0.92997795
0.8946948
0.92611194
0.92121786
0.8669034
0.9076119
0.8746331
0.9334821
0.93996805
0.8619578
0.906045
0.911378
0.89859605
0.8098397
