uppp-01.csv0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.638496
0.7165608
0.8340107
0.7387023
0.7957802
0.793624
0.7163533
0.79256904
0.69368225
0.78484213
0.6244293
0.63387704
0.63938195
0.6676432
0.7722605
0.73104906
0.7255962
0.6922694
0.7681763
0.68749666
0.7270108
0.7334157
0.7966939
0.784657
0.78816086
0.7353124
0.7321183
0.8227598
0.795667
0.84435505
0.8518853
0.7738468
0.73022413
0.68984807
0.73163563
0.6500231
0.74426854
0.72688
0.7744568
0.70715064
0.65164655
0.73200613
0.64404994
0.5014038
0.6006582
0.49499834
0.6801664
0.5255898
0.5817427
0.65564984
0.6454708
0.57899153
0.53487474
0.45198062
0.707764
0.46488687
0.6992789
0.7930178
0.7365957
0.7941163
0.72557205
0.69708914
0.74350643
0.70973253
0.8041276
0.68784344
0.7677239
0.61527765
0.7409508
0.63624966
0.61485404
0.71462697
0.7511759
0.75517094
0.8282458
0.76630044
0.7423366
0.720885
0.609691
0.75985533
0.6581248
0.76757264
0.69734496
0.8072607
0.7101593
0.6104181
0.47631735
0.5923618
0.61412376
0.6135923
0.60494024
0.5884391
0.6105642
0.6616203
0.6570278
0.6492866
0.7918181
0.8195711
0.838649
0.62840104
0.6962091
0.90848017
0.83341503
0.7595813
0.7299908
0.7558373
0.488927
0.4745265
0.48684454
0.35211888
0.35121897
0.32568085
0.5412139
0.3126851
0.65873384
0.4679621
0.29893327
0.6283576
0.55278915
0.59177303
0.6318402
0.5435868
0.7109084
0.58505803
0.61737716
0.64200556
0.5875337
0.72955096
0.7196066
0.7223538
0.7231309
0.73807555
0.7895724
0.79715925
0.65370876
0.7666993
0.781194
0.7142265
0.7121713
0.77487093
0.74826574
0.71619236
0.76196784
0.7319951
0.8092804
0.8918631
0.8116712
0.83750486
0.82235897
0.696023
0.7627159
0.7685754
0.82426715
0.78327537
0.84209204
0.86414564
0.74508125
0.7586131
0.65167797
0.79375917
0.7131677
0.66572547
0.69979376
0.6807998
0.77114767
0.8924465
0.7855829
0.72724605
0.7512975
0.6782352
0.63089585
0.6658308
0.69865036
0.6202531
0.58969814
0.5852581
0.68610126
0.7330658
0.6510236
0.76615435
0.7884985
0.68907267
0.6887926
0.72733545
0.71371156
0.8320835
0.8370496
0.8267444
0.77173054
0.7459504
0.7645555
0.656461
0.76698154
0.6768318
0.6411134
0.6666916
0.777362
0.7404315
0.7025803
0.7750922
0.7524529
0.79781395
0.7345894
0.7378847
0.6905982
0.70531327
0.70177937
0.7644251
0.6703518
0.6557751
0.6521674
0.7486945
0.7322548
0.73291856
0.7207868
0.7182743
0.6694513
0.6462624
0.8368648
0.79632485
0.7923981
0.8694354
0.7736444
0.7505885
0.7167525
0.6774064
0.6591594
0.8080936
0.7477821
0.80427754
0.8010503
0.7181153
0.7693154
0.8509704
0.707836
0.6662138
0.7803004
0.7687409
0.7622693
0.68974453
0.6871208
0.7510909
0.7326976
0.7038304
0.6467144
0.77246135
0.8194953
0.8111946
0.82702893
0.89446336
0.8730261
0.92604864
0.9499868
0.8430934
0.8019045
0.8774919
0.9569414
0.9423608
0.89946586
0.9538095
0.8873684
0.79530305
0.72451127
0.6237688
0.634539
0.6465275
0.6293861
0.675939
0.7429113
0.84616804
0.78705037
0.8135311
0.86797726
0.82807827
0.7614855
0.8098566
0.85074323
0.8312237
0.80000174
0.7067251
0.76174843
0.88132566
0.7926296
0.8035259
0.79179853
0.92494065
0.93589216
0.76529413
0.7716206
0.86691195
0.81652427
0.91827846
0.8650933
0.8469767
0.8847422
0.98766136
0.85650104
0.8069396
0.84566635
0.7592835
0.6737333
0.9387121
0.8462647
0.79739904
0.9808479
0.91137505
0.8670672
0.7534624
0.87741584
0.90656924
0.824265
0.87104124
0.89021266
0.9387711
0.87772024
0.91975147
0.745871
0.78265035
0.7827056
0.7391732
0.75232345
0.7661017
0.7914048
0.8201379
0.7961218
0.9820798
0.84871215
0.82596314
0.92184216
0.8422301
0.8043447
0.8696235
0.91992706
0.8385515
0.77184963
0.66672117
0.69497055
0.8264734
0.82931244
0.7149763
0.81419474
0.7328896
0.95354277
0.78024113
0.8261882
0.836463
0.77823603
0.8526602
0.86790544
0.95711756
0.86174524
0.79163796
0.98412436
0.76106715
0.8046639
0.943035
0.8936358
0.89417833
0.8009432
0.93848246
0.83141536
0.6944925
