uppu-01.csv0
0
0
0
0
0
0
0.3088527
0.7341937
0.70954984
0.70511764
0.658022
0.7725066
0.628452
0.65026826
0.7242542
0.8602625
1.4419767
0.99247664
0.76599
0.60416967
0.60282624
0.7841992
0.4505107
0.5615291
0.7249751
3.9407868
2.1706166
2.7199042
1.4458232
0.5544853
0.7762248
0.59393084
0.5958799
0.94800633
0.59514475
0.5220912
0.53153056
0.7126921
0.4357897
0.6045834
0.49253464
0.5803841
0.48555005
0.74644506
0.46072954
0.46570462
0.5064483
0.4312429
0.43932465
0.5318316
0.46256512
0.6349303
0.6551398
0.73839635
0.5486836
0.57827157
0.60383636
0.8247655
0.34694082
0.37586516
0.37229848
0.31550896
0.38107544
0.37981817
0.39372
0.33674458
0.3354418
0.48010498
1.0684301
2.6519966
0.31667966
0.3893156
0.42229527
0.4313138
0.36517668
0.43222272
0.57394993
0.84233254
0.428542
0.3909053
0.46947905
0.7130409
0.47113305
0.62685484
0.5627237
0.4493676
0.5185172
0.49917006
0.52756846
0.5856856
0.7616727
0.7939134
1.3329806
1.4193821
2.8534164
2.3697107
1.0019376
1.1694508
1.1182531
0.6468285
0.40668777
0.3816287
0.49543637
0.47119558
0.4690605
0.46555138
0.42461476
0.54979455
0.9180946
0.5685279
0.65746623
0.6332522
0.5927857
0.5154412
0.6384881
1.0503281
0.6317279
0.8306981
2.9116147
0.91991717
0.9336185
0.67464685
0.5281694
0.63565964
0.58513886
0.7037381
0.6439108
0.76212215
0.7335642
0.86634874
0.616165
0.60797805
0.5801318
0.62772506
0.6073809
0.5739673
0.55654365
0.5441909
0.48662835
0.5993215
0.5727238
0.5092602
0.50753605
0.47093305
0.6973186
0.6088659
0.8042212
0.6132045
0.60445946
0.70483285
0.574517
0.7041352
0.7754382
0.6553221
0.666106
0.6174442
0.7060725
0.6221151
0.7299135
0.6836217
0.5927992
0.51538724
0.61145276
0.5890387
0.6898638
0.795257
0.87577665
0.88679975
0.69909996
0.7216722
0.6499729
0.70661455
0.7131025
0.56255364
0.568975
0.53875375
0.58189535
0.56840974
0.68647337
0.6432979
0.70316136
0.6261431
0.8659438
0.6971647
0.640104
0.6108479
0.5995658
0.6653105
0.5899221
0.53254384
0.5615547
0.5928517
0.5464121
0.62309647
0.3656112
0.4840464
0.4873238
0.48130026
0.5571913
0.57126284
0.6652044
0.7578631
0.7156565
0.6710713
0.66318375
0.5602525
0.57131666
0.5967015
0.5741131
0.5320136
0.53763396
0.55487406
0.49684113
0.571159
0.64271736
0.6269361
0.9036995
0.97782105
0.8702239
0.73552024
0.71695584
0.7937835
0.8177807
0.87750137
0.5273862
0.63043016
0.5754535
0.53790325
0.5825839
0.5101439
0.5580619
0.6276284
0.72504383
0.6741682
0.74177176
0.7590458
0.8032852
1.2281022
0.6907509
0.634137
0.5456256
0.5987684
0.83501506
0.8142447
0.67336965
0.68234456
0.77864504
0.7416269
0.70876986
0.67382836
0.6362944
0.7202508
0.73386014
0.79028815
0.85057247
0.7496159
0.7726474
0.802952
0.70509887
0.7702739
0.65390205
0.68689483
0.734823
0.63988936
0.6657037
0.7285342
0.76058745
0.74107325
0.7147345
0.7062099
0.7236511
0.6346717
0.70230824
0.70130926
0.6868451
0.70345145
0.7264787
0.7017827
0.6839818
0.7276681
0.8251191
0.6907379
0.6689461
0.8675021
0.789139
0.68545026
0.6499468
0.66432923
0.7547521
0.84995776
0.82565343
0.800031
0.5046958
0.5922063
0.61349124
0.6832068
0.7870548
0.7820241
0.86736906
0.81692004
0.6622101
0.7289151
0.8529064
0.9022345
0.8811137
0.7709933
0.81892174
0.83250415
0.93853766
0.94565547
0.8294261
0.87710667
0.8458368
0.7797847
0.8960036
0.9376146
0.8979254
0.8875637
0.8455824
0.90042603
0.84158415
0.93440384
0.520195
0.55665237
0.6409734
0.6940353
0.6659398
0.7272495
0.6765818
0.7577549
0.77723926
0.6887858
0.87683946
0.6780423
0.7195361
0.65127695
0.6638656
0.723009
0.664065
0.72754776
0.74448687
0.7112735
0.69038343
0.8345929
0.83310086
0.968294
1.0372297
0.98961353
0.9746568
1.0232515
1.0392379
0.92477036
0.85405827
0.8326266
0.97805125
0.80386853
0.9575889
0.8949529
0.8615826
0.93206024
0.5792306
0.716419
0.7199896
0.7815103
0.8320503
0.8234557
0.71240735
0.6845281
0.6545925
0.72659403
0.6632592
