upuu-00.csv0
0
0
0
0
0
0
0
0
0
0.56500584
0.76368684
0.6977539
0.67114776
0.6143934
0.6243952
0.717232
0.8121156
0.5421756
0.5865214
0.71963423
0.6623339
0.7890926
0.62540776
0.5897938
0.76491743
0.6368507
0.5236134
0.55656016
0.6412363
0.835122
0.5778747
0.81042856
0.59916466
0.60944605
0.7738201
0.5846749
0.775519
0.57172424
0.6520808
0.63471967
0.7491708
0.62162477
0.6629218
0.60818756
0.68322676
0.58554626
0.7055847
0.68319404
0.5609799
0.6981264
0.60862464
0.61562914
0.69326466
0.6069438
0.6788122
0.5958417
0.61504763
0.6774054
0.61720884
0.64647675
0.6367941
0.62181985
0.6641276
0.58318764
0.68400055
0.6401401
0.62822855
0.65868795
0.6040263
0.5957205
0.6303885
0.6063324
0.7133321
0.61899984
0.6081405
0.5993972
0.67979985
0.6262922
0.6294982
0.6940259
0.68924385
0.6133297
0.61958516
0.70788914
0.6522948
0.6120684
0.6147101
0.5943149
0.6193531
0.69567
0.5911285
0.62340856
0.6751754
0.6173784
0.62395304
0.5798974
0.5979818
0.7334365
0.6522766
0.6274188
0.5784404
0.6537393
0.67724156
0.6372813
0.6088668
0.6324409
0.62738395
0.57667863
0.6371104
0.6656433
0.61054367
0.6919411
0.5903967
0.6139094
0.63420945
0.6374255
0.65255034
0.6363608
0.63880634
0.64804566
0.6608576
0.66947365
0.6527745
0.57987297
0.6356127
0.6170657
0.63256085
0.6692607
0.6503421
0.6396668
0.7137174
0.626053
0.691922
0.67795306
0.63999116
0.6692208
0.66662776
0.71898276
0.63634026
0.65688777
0.6247856
0.6244932
0.65134555
0.6468429
0.67714274
0.6625968
0.69538575
0.6141434
0.6590111
0.67787594
0.639756
0.6885762
0.64260685
0.681536
0.6470915
0.664092
0.6287674
0.66063637
0.6550276
0.69372547
0.65770984
0.75071436
0.6367993
0.6567838
0.63153076
0.681536
0.7075948
0.64366645
0.6752741
0.6570817
0.6714794
0.6064865
0.68413657
0.6246753
0.6985099
0.6629397
0.66653955
0.6544744
0.65917486
0.6654797
0.65178114
0.65339935
0.68682283
0.63871324
0.66232634
0.6640967
0.68575007
0.65847874
0.6607132
0.65918946
0.67307097
0.65176564
0.6706488
0.6177408
0.69388986
0.66095406
0.6853081
0.6660385
0.69583577
0.6257294
0.7185278
0.60374844
0.6661705
0.6371161
0.65071994
0.68003714
0.66551346
0.6756453
0.681868
0.71215636
0.64601547
0.67960215
0.72605526
0.65044713
0.71085644
0.6644254
0.65606666
0.6877218
0.69152087
0.66510713
0.6718797
0.70187575
0.7158679
0.6733812
0.63657624
0.6959061
0.66472155
0.71697325
0.6617297
0.6923148
0.6984988
0.6856427
0.6313012
0.681112
0.65594
0.6808959
0.6896664
0.69881797
0.6735114
0.7364912
0.6743708
0.71546125
0.67185724
0.66260463
0.6899451
0.696782
0.6627907
0.69340456
0.7056029
0.6853824
0.65963393
0.6994414
0.65760493
0.709153
0.6476656
0.68817604
0.6822376
0.6918404
0.7174711
0.66508484
0.6495285
0.7051906
0.6752586
0.7186858
0.68334156
0.6899384
0.759144
0.67007744
0.6943114
0.70565575
0.71011645
0.69243324
0.70839596
0.69601065
0.704263
0.6989111
0.71342325
0.70122516
0.7203116
0.7022724
0.6614502
0.6831379
0.7183257
0.72234195
0.68617547
0.6469153
0.7015872
0.6754531
0.7046224
0.6963785
0.7065667
0.6943033
0.69086367
0.71591234
0.6787784
0.7249669
0.70876914
0.70212656
0.7134081
0.67013204
0.6931276
0.7085389
0.6782537
0.7198913
0.6911733
0.70304507
0.71394587
0.70509166
0.6656317
0.6800583
0.6819393
0.7240297
0.7075888
0.69551873
0.71884125
0.71727705
0.7478664
0.70867866
0.75675845
0.6705184
0.7294434
0.7185224
0.6789576
0.719603
0.69099206
0.73405594
0.7047217
0.7142177
0.72511816
0.6900087
0.7076881
0.7256289
0.69026005
0.7368085
0.70815116
0.713225
0.7324909
0.73097986
0.7155399
0.7126508
0.74624985
0.7465576
0.7058518
0.7554262
0.71343535
0.7288403
0.70727736
0.72857165
0.7092804
0.7225651
0.7685821
0.72236615
0.7604799
0.7428814
0.68151975
0.6832903
0.69276243
0.6850147
0.7150902
0.7146857
0.7372372
0.7128132
0.7228066
0.7132115
0.7118355
0.70403326
0.75805473
0.7215703
0.75735575
0.7247024
0.761758
0.7291978
0.75454414
