pppp-00.csv0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.52654785
0.7663051
0.7229563
0.8119899
0.66226
0.85432
0.8044045
0.65111595
0.69207066
0.72188973
0.7047864
0.5893645
0.83873755
0.6053739
0.68045807
0.6365853
0.6801643
0.7832361
0.7517758
0.92686987
0.5283701
0.7184466
0.50633806
0.66956913
0.6370354
0.6025186
1.7594168
1.053355
1.341818
1.2921467
0.94573873
0.6489081
1.6388155
1.2268202
0.73027766
0.88209087
0.5364132
0.5541868
0.583284
0.93105483
1.4573299
1.4284426
1.1814753
0.6124844
0.41729218
0.4450118
0.56415886
0.35389027
0.6542737
0.49911255
0.4580917
0.6196031
0.44778052
0.51175684
0.49235082
0.4972298
0.6762384
0.65901524
0.6264744
0.5802926
0.6929236
0.66467386
0.53060126
0.5366763
0.5317655
0.53488296
0.48028758
0.42488536
0.5858102
0.4766699
0.56810963
0.6455294
0.76534235
1.074949
0.7052408
0.82960236
0.8397497
0.7380743
0.6222741
0.6927947
0.6539073
0.8232396
0.6588508
0.6929804
0.7560465
0.65610844
0.98488355
1.1986893
0.7987621
0.7401865
0.6149911
0.6128088
0.6057271
0.5102657
0.43425834
0.6390453
0.5587259
0.6132623
0.50733757
0.80658317
0.61906284
0.72166646
0.6741188
0.95254487
0.7352922
0.8386382
0.8175585
0.7381115
1.1115795
0.63054997
0.6542631
0.6353206
0.6954729
0.57471967
0.58048636
0.6632484
0.67968917
0.611056
0.7567478
0.56702596
0.61856735
0.62357074
0.67888784
0.5903092
0.603839
0.51271915
0.5641342
0.5422987
0.63952345
0.48416144
0.5302976
0.62675333
0.58638465
0.50654566
0.587296
0.7062303
0.55531025
0.5423487
0.48387867
0.5781125
0.5750362
0.53241885
0.5683234
0.5934452
0.6162119
0.57695925
0.5876356
0.6651751
0.7539059
0.73814404
0.88156
0.6688204
0.77491134
0.67314196
0.79875475
0.58334136
0.99031997
0.75007373
0.71402186
0.6115305
0.56455564
0.54739815
0.59558433
0.59016633
0.6287334
0.7736397
0.5940788
0.7771487
0.5948897
0.71157885
0.77672595
0.76244503
0.6697481
0.6189377
0.5779795
0.6218619
0.69649446
0.64909256
0.56557655
0.5710463
0.7037849
0.59203976
0.8101751
0.70063865
0.5462057
0.5410749
0.667684
0.5993342
0.68215847
0.7903547
0.5688858
0.6147582
0.5403783
0.5619054
0.57222456
0.5378283
0.61218274
0.61138994
0.6294829
0.60855395
0.49262685
0.47397614
0.54669946
0.5592666
0.5161746
0.58929193
0.59443724
0.61494875
0.6102666
0.5656716
0.74252015
0.60714984
0.63591313
0.63179797
0.68565166
0.5931277
0.8004719
0.7052978
0.64466727
0.588868
0.5892843
0.62680924
0.54872125
0.7161111
0.58212364
0.5485051
0.51705426
0.6113259
0.50554484
0.6019669
0.7325396
0.6084553
0.71308464
0.59348273
0.6194892
0.6125609
0.58944786
0.64407676
0.57017386
0.62808996
0.5105014
0.568063
0.566752
0.62341034
0.57708406
0.54531765
0.570369
0.5332394
0.61039996
0.63085365
0.7541848
0.569868
0.5717522
0.66219354
0.70980006
0.62367564
0.5906868
0.68049425
0.6157677
0.6617395
0.497265
0.6124588
0.552408
0.5906333
0.6553449
0.6583682
0.721828
0.572328
0.5255252
0.5044691
0.52118814
0.59185874
0.57152283
0.55342776
0.54177135
0.55484277
0.57147026
0.62450397
0.604337
0.71362144
0.6625097
0.7830517
0.7519199
0.62254304
0.67860675
0.64013946
0.6523452
0.6352636
0.5784972
0.6501567
0.64476633
0.5275273
0.55915165
0.6153866
0.56464636
0.62216645
0.6720977
0.74369204
0.66346705
0.68280244
0.66918993
0.63275564
0.62617475
0.57979846
0.5683759
0.5530251
0.60775244
0.6676079
0.6039837
0.5768107
0.6866223
0.6670169
0.5883269
0.8068236
0.9457039
0.85414386
0.8931175
0.6594312
0.55439395
0.84989965
0.6371634
0.669881
0.8004349
0.6379309
0.5941134
0.6389581
0.6086593
0.63659674
0.5651248
0.5468936
0.59743
0.59696156
0.6941746
0.5843996
0.7163497
0.7071253
0.72883916
0.65955037
0.6114081
0.6605661
0.6515426
0.6096888
0.59492314
0.59199923
0.6420878
0.57958245
0.5961431
0.65863305
0.5974918
0.7546867
0.6269203
0.6900685
0.5918545
0.58071166
0.66131335
0.5376575
0.67566836
0.8212984
